sample_id,path,basename,extension,label,label_name,size_bytes,sha256,sample_rate,duration_seconds,channels,speaker_id,source_id,generator_id,dataset_id,parent_recording_id,duplicate_group_id,canonical_sample_id,integrity_status,included,exclusion_reason,split
023ade8d59fb14418e8d4683,data/REAL/10055.wav,10055,.wav,0,REAL,121914,9e478d9666b0db5ed398b55d034d32cb45499572476fc9ab00df346b4de57680,16000,1.904000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:9e478d9666b0db5ed398b55d034d32cb45499572476fc9ab00df346b4de57680,023ade8d59fb14418e8d4683,INCLUDED,True,,test
0264364bba58283516b7ac75,data/REAL/yt_0008_part_185.flac,yt_0008_part_185,.flac,0,REAL,456888,d83ab480368eef5ea3aa8582b7b80c9d73a7227032470fee6db0e84d6174363e,44100,5.153015873,2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d83ab480368eef5ea3aa8582b7b80c9d73a7227032470fee6db0e84d6174363e,0264364bba58283516b7ac75,INCLUDED,True,,test
0265d5e4a4c514d3b35e562f,data/REAL/11402.wav,11402,.wav,0,REAL,69242,60116480a42790b2d3815a1a89dfce85114fcbd8068c5f0c68245adac6a0205e,16000,1.081000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:60116480a42790b2d3815a1a89dfce85114fcbd8068c5f0c68245adac6a0205e,0265d5e4a4c514d3b35e562f,INCLUDED,True,,test
02693785fd422d5a0588a16d,data/REAL/11359.wav,11359,.wav,0,REAL,185150,9188b868eb10ad1928172bd37493603785e60a77ea83f3064d17490534571251,16000,2.892062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:9188b868eb10ad1928172bd37493603785e60a77ea83f3064d17490534571251,02693785fd422d5a0588a16d,INCLUDED,True,,test
028ef3f97dac2e2a06bf4e12,data/REAL/2706.wav,2706,.wav,0,REAL,172922,610be49ab9f846cdb8178f9c99e9c79f6f0df3a4ef23117ff9b7911929a71bfe,16000,2.701000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:610be49ab9f846cdb8178f9c99e9c79f6f0df3a4ef23117ff9b7911929a71bfe,028ef3f97dac2e2a06bf4e12,INCLUDED,True,,test
02920b58febcdbdb5402c1d1,data/REAL/yt_0009_part_273.flac,yt_0009_part_273,.flac,0,REAL,980478,f2057d33736194aa4e3118ce38549fa9fcb350d98a75b8e4e7243f0053ecf817,44100,6.572993197,2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:f2057d33736194aa4e3118ce38549fa9fcb350d98a75b8e4e7243f0053ecf817,02920b58febcdbdb5402c1d1,INCLUDED,True,,test
0294075d784374f2b3f1ee65,data/REAL/9201.wav,9201,.wav,0,REAL,175994,6490fffc80585e99cb63bf9331b51f5677f260bfecbd41d3770fe505396b6daf,16000,2.749000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:6490fffc80585e99cb63bf9331b51f5677f260bfecbd41d3770fe505396b6daf,0294075d784374f2b3f1ee65,INCLUDED,True,,test
02977af688d2be646c658566,data/REAL/18811.wav,18811,.wav,0,REAL,215034,a972d085993142a7a8f595d43f2171ee26b2e1db97a552e0e958cb2ae074b65b,16000,3.359000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:a972d085993142a7a8f595d43f2171ee26b2e1db97a552e0e958cb2ae074b65b,02977af688d2be646c658566,INCLUDED,True,,test
0354167b28927e2164b3065c,data/REAL/4077.wav,4077,.wav,0,REAL,314686,2bd6ebb409a77f02425ebeeee2450b180be1400d185da38f03ad674567947826,16000,4.916062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:2bd6ebb409a77f02425ebeeee2450b180be1400d185da38f03ad674567947826,0354167b28927e2164b3065c,INCLUDED,True,,test
036526bb8dc131c345508610,data/REAL/14406.wav,14406,.wav,0,REAL,224894,82c1dbb64518902c84b5aaf1dff91109be5655fcaa3cb44c1b6a20fc41393a1f,16000,3.513062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:82c1dbb64518902c84b5aaf1dff91109be5655fcaa3cb44c1b6a20fc41393a1f,036526bb8dc131c345508610,INCLUDED,True,,test
03974407cbe7298dbaf3c116,data/REAL/yt_0010_part_005.flac,yt_0010_part_005,.flac,0,REAL,795005,bc4475532f4410bb7036146cb26273f7581663e9f21ec80397390a8c2e564c03,44100,4.672993197,2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:bc4475532f4410bb7036146cb26273f7581663e9f21ec80397390a8c2e564c03,03974407cbe7298dbaf3c116,INCLUDED,True,,test
03ca9ba28598a5c24c1a6c2b,data/REAL/6231.wav,6231,.wav,0,REAL,195518,9089a268e58edc909c72211156896079fe2f22d3e13579a18765037004009c06,16000,3.054062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:9089a268e58edc909c72211156896079fe2f22d3e13579a18765037004009c06,03ca9ba28598a5c24c1a6c2b,INCLUDED,True,,test
0412156c57a25129f3668846,data/REAL/18375.wav,18375,.wav,0,REAL,254398,0a7029af9c4fdb56878ae4eababbc213de85c0e3c6049f42d53f531f73de8c79,16000,3.974062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:0a7029af9c4fdb56878ae4eababbc213de85c0e3c6049f42d53f531f73de8c79,0412156c57a25129f3668846,INCLUDED,True,,test
044281a14fe7096395f96371,data/REAL/11611.wav,11611,.wav,0,REAL,88698,91a8b80415fefed0a2aa2b52f474e0363d31edb628dfd730dbccefc1b517afb6,16000,1.385000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:91a8b80415fefed0a2aa2b52f474e0363d31edb628dfd730dbccefc1b517afb6,044281a14fe7096395f96371,INCLUDED,True,,test
044fb74cdb9a968bd0add6d6,data/REAL/3287.wav,3287,.wav,0,REAL,311610,c25d5bef65ab597a69629921750d3c5d30940bcea4a721e0efffb743dfb4ad75,16000,4.868000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:c25d5bef65ab597a69629921750d3c5d30940bcea4a721e0efffb743dfb4ad75,044fb74cdb9a968bd0add6d6,INCLUDED,True,,test
048202f3b39fa9feb74a28ce,data/REAL/5187.wav,5187,.wav,0,REAL,331006,3d9da4b8191e7e7727726200a42d187ab9f58ba80b1bccc8ef2b5dcce6f9679d,16000,5.171062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:3d9da4b8191e7e7727726200a42d187ab9f58ba80b1bccc8ef2b5dcce6f9679d,048202f3b39fa9feb74a28ce,INCLUDED,True,,test
048a6695b4fb31207179a130,data/REAL/8453.wav,8453,.wav,0,REAL,185722,0631852dd862a1ba787b4f33c0214f95ca07455b8e4252a0bd2f813ad9d7efe8,16000,2.901000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:0631852dd862a1ba787b4f33c0214f95ca07455b8e4252a0bd2f813ad9d7efe8,048a6695b4fb31207179a130,INCLUDED,True,,test
048cfca5a501e83e727f1369,data/REAL/18333.wav,18333,.wav,0,REAL,326906,84df63e589e79837fc568f254f9cbbda045a29d1f56f017db9ce33e471ad6d0a,16000,5.107000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:84df63e589e79837fc568f254f9cbbda045a29d1f56f017db9ce33e471ad6d0a,048cfca5a501e83e727f1369,INCLUDED,True,,test
049141a98af9761f98b91898,data/REAL/7948.wav,7948,.wav,0,REAL,135230,4a44786c7fe443a2340a24360e210450b0cdf449f844d096e9e46051fdeb4f81,16000,2.112062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:4a44786c7fe443a2340a24360e210450b0cdf449f844d096e9e46051fdeb4f81,049141a98af9761f98b91898,INCLUDED,True,,test
04d3bc7956b4cd5e1dd4d847,data/REAL/16710.wav,16710,.wav,0,REAL,305978,765d26623277dfd9f565a482c30134a0350e2bb19b2795b343ee54e43987d840,16000,4.780000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:765d26623277dfd9f565a482c30134a0350e2bb19b2795b343ee54e43987d840,04d3bc7956b4cd5e1dd4d847,INCLUDED,True,,test
04d45f536f3922225cf9e08f,data/REAL/2974.wav,2974,.wav,0,REAL,107134,dc6850870acfeb37252e44634ff190d45fe015c051c34ae9dc67b3435cae8421,16000,1.673062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:dc6850870acfeb37252e44634ff190d45fe015c051c34ae9dc67b3435cae8421,04d45f536f3922225cf9e08f,INCLUDED,True,,test
0558b98c1c474f33ed5daa14,data/REAL/16456.wav,16456,.wav,0,REAL,114938,8b3d74cf949441896c77ed97388ba565707df852bf81a8e778d4d351e4b092a2,16000,1.795000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:8b3d74cf949441896c77ed97388ba565707df852bf81a8e778d4d351e4b092a2,0558b98c1c474f33ed5daa14,INCLUDED,True,,test
058b3a24f69c5fd09e08d718,data/REAL/16272.wav,16272,.wav,0,REAL,213630,b5491b83f6050823068135f2eefb2ce7c1a45d2cf9929b880aa1a5a10b96f05f,16000,3.337062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:b5491b83f6050823068135f2eefb2ce7c1a45d2cf9929b880aa1a5a10b96f05f,058b3a24f69c5fd09e08d718,INCLUDED,True,,test
05914675fd59571f8a3fb405,data/REAL/yt_0009_part_187.flac,yt_0009_part_187,.flac,0,REAL,388121,be41ab31743d2908694c79a17851bfe7c7db06900d9c4d3c6f069152ed3853ff,44100,2.909002268,2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:be41ab31743d2908694c79a17851bfe7c7db06900d9c4d3c6f069152ed3853ff,05914675fd59571f8a3fb405,INCLUDED,True,,test
05e39f60b729b10ce028c8f3,data/REAL/11255.wav,11255,.wav,0,REAL,94654,61a38ae9252a405141f0e1064456f2e6e73ff20814772b84c2b11b27b02a7561,16000,1.478062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:61a38ae9252a405141f0e1064456f2e6e73ff20814772b84c2b11b27b02a7561,05e39f60b729b10ce028c8f3,INCLUDED,True,,test
05f45d794220d846248730bc,data/REAL/15004.wav,15004,.wav,0,REAL,243578,11a7f4f5744cf26c1df352e7d4fcfdcd7071d95c244d03c65887a3a2b936b99e,16000,3.805000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:11a7f4f5744cf26c1df352e7d4fcfdcd7071d95c244d03c65887a3a2b936b99e,05f45d794220d846248730bc,INCLUDED,True,,test
05fad6b84f3f46e2dd9af7dd,data/REAL/16512.wav,16512,.wav,0,REAL,107518,96299b42cfcf7e84e63d3ac9135e751841fabbb6b21933bd429bfc931ad3e490,16000,1.679062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:96299b42cfcf7e84e63d3ac9135e751841fabbb6b21933bd429bfc931ad3e490,05fad6b84f3f46e2dd9af7dd,INCLUDED,True,,test
05ff0ac6dd9afb4d9e017d6e,data/REAL/4725.wav,4725,.wav,0,REAL,118010,ad9c5134f641c3e5a42ca0a4a77988bfa7a20101357f3c2cb8bce6312f29ef13,16000,1.843000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:ad9c5134f641c3e5a42ca0a4a77988bfa7a20101357f3c2cb8bce6312f29ef13,05ff0ac6dd9afb4d9e017d6e,INCLUDED,True,,test
061a08eecc3e95a53756d619,data/REAL/4431.wav,4431,.wav,0,REAL,119678,589d70a49d959d29618c31690f3119abdc9064e2a07425d385a9f4350f2c14aa,16000,1.869062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:589d70a49d959d29618c31690f3119abdc9064e2a07425d385a9f4350f2c14aa,061a08eecc3e95a53756d619,INCLUDED,True,,test
0651d7a05d7f2484dd1224c0,data/REAL/2629.wav,2629,.wav,0,REAL,411258,36c5b8289dd4fd4ee25816e5c8fc14b6e2d1a54fdcbf5b68602d41b11df1693d,16000,6.425000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:36c5b8289dd4fd4ee25816e5c8fc14b6e2d1a54fdcbf5b68602d41b11df1693d,0651d7a05d7f2484dd1224c0,INCLUDED,True,,test
067f487610f82ee613b2b975,data/REAL/3505.wav,3505,.wav,0,REAL,239674,1aa127efe6e728e2ace49677d9d10b7aecba50d78b2cccbe84f7df39366a8549,16000,3.744000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:1aa127efe6e728e2ace49677d9d10b7aecba50d78b2cccbe84f7df39366a8549,067f487610f82ee613b2b975,INCLUDED,True,,test
068c803ebce8a85c5e1c73dd,data/REAL/yt_0013_part_014.flac,yt_0013_part_014,.flac,0,REAL,318395,1322a800827f0d0f8b3382f274958f08dbe16a03f7ad25cfd74631e408c55ee7,44100,3.731995465,2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:1322a800827f0d0f8b3382f274958f08dbe16a03f7ad25cfd74631e408c55ee7,068c803ebce8a85c5e1c73dd,INCLUDED,True,,test
069f1e16c654f739ca67b076,data/REAL/10977.wav,10977,.wav,0,REAL,123258,27dab238a67d1b1b6d1c94e2a1e591c7cd0d1194ca8a2046ca5dea27e9d0fccc,16000,1.925000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:27dab238a67d1b1b6d1c94e2a1e591c7cd0d1194ca8a2046ca5dea27e9d0fccc,069f1e16c654f739ca67b076,INCLUDED,True,,test
06d288968e3e9143f87e88ed,data/REAL/9335.wav,9335,.wav,0,REAL,374526,028802653feb30bc525cec4e76f2e30bb9486f05bb3ce1c631b854d3544727be,16000,5.851062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:028802653feb30bc525cec4e76f2e30bb9486f05bb3ce1c631b854d3544727be,06d288968e3e9143f87e88ed,INCLUDED,True,,test
06dac4948cc4239de8555150,data/REAL/18973.wav,18973,.wav,0,REAL,196730,800848972031fc5b7144d0f7580866f9de655caeae3d3deffd9d197b52bbeb6e,16000,3.073000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:800848972031fc5b7144d0f7580866f9de655caeae3d3deffd9d197b52bbeb6e,06dac4948cc4239de8555150,INCLUDED,True,,test
0753b72eb6b7186b7d08e379,data/REAL/8441.wav,8441,.wav,0,REAL,126138,fafee1ca4eb47ebda0f276dcd3dc6eec4e6ce773fb7607834137ff850ff68346,16000,1.970000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:fafee1ca4eb47ebda0f276dcd3dc6eec4e6ce773fb7607834137ff850ff68346,0753b72eb6b7186b7d08e379,INCLUDED,True,,test
07a72654aa850966cc7e7327,data/REAL/16113.wav,16113,.wav,0,REAL,405502,3fe3271830d19dee163285f87c93a4cd12e0c51c5e79a5bb818e6fcec060c9c5,16000,6.335062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:3fe3271830d19dee163285f87c93a4cd12e0c51c5e79a5bb818e6fcec060c9c5,07a72654aa850966cc7e7327,INCLUDED,True,,test
07ae0ae15ac6b99c2a80e7d3,data/REAL/15568.wav,15568,.wav,0,REAL,216190,b8dac08c1de55be07fcc0d4da0dcbda6840cab881dbce5e56959a49bf38bd3db,16000,3.377062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:b8dac08c1de55be07fcc0d4da0dcbda6840cab881dbce5e56959a49bf38bd3db,07ae0ae15ac6b99c2a80e7d3,INCLUDED,True,,test
07cecf11365e48a967404a20,data/REAL/1325.wav,1325,.wav,0,REAL,361278,63c38abce008820cde60a37b0cea2a3b29a7c3d6853f3c0804945335edc6b25d,16000,5.644062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:63c38abce008820cde60a37b0cea2a3b29a7c3d6853f3c0804945335edc6b25d,07cecf11365e48a967404a20,INCLUDED,True,,test
0874fe383a51a9172294baf9,data/REAL/13957.wav,13957,.wav,0,REAL,978878,775b0104168755f0f1f9337e2629c4d4004be034c2e4c10673e50d3bc7d133a2,16000,15.294062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:775b0104168755f0f1f9337e2629c4d4004be034c2e4c10673e50d3bc7d133a2,0874fe383a51a9172294baf9,INCLUDED,True,,test
0884c4a118e1ea2870cbf08f,data/REAL/3408.wav,3408,.wav,0,REAL,675130,dcad25dafcf61369e35b482873a381a0dfec2bb5d3f22a472b013940e557b4fc,16000,10.548000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:dcad25dafcf61369e35b482873a381a0dfec2bb5d3f22a472b013940e557b4fc,0884c4a118e1ea2870cbf08f,INCLUDED,True,,test
089949c928306e5e21d75c49,data/REAL/4418.wav,4418,.wav,0,REAL,332798,891fb4184bc320abaa51dff18acf97490f02fa853c1997bf84d57a55f43ad338,16000,5.199062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:891fb4184bc320abaa51dff18acf97490f02fa853c1997bf84d57a55f43ad338,089949c928306e5e21d75c49,INCLUDED,True,,test
08b677b97a456b7ee5117b5a,data/REAL/4928.wav,4928,.wav,0,REAL,133370,740d4f47e4e04fa56a8dd958ba06d5f139b3eef976b7b295e1560d7161810f96,16000,2.083000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:740d4f47e4e04fa56a8dd958ba06d5f139b3eef976b7b295e1560d7161810f96,08b677b97a456b7ee5117b5a,INCLUDED,True,,test
08c067d953dcfd8e9f2d7291,data/REAL/2776.wav,2776,.wav,0,REAL,217150,fc617a4015d4fb5803f8de6f5482bc32a5574d45ad6efe14fa75078ece5ad668,16000,3.392062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:fc617a4015d4fb5803f8de6f5482bc32a5574d45ad6efe14fa75078ece5ad668,08c067d953dcfd8e9f2d7291,INCLUDED,True,,test
092b6f6bc923816b90823c13,data/REAL/9128.wav,9128,.wav,0,REAL,252414,d5d555c139b87437b40939fdd62819a4ee81fbf74980df815aaa8479e65f1234,16000,3.943062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d5d555c139b87437b40939fdd62819a4ee81fbf74980df815aaa8479e65f1234,092b6f6bc923816b90823c13,INCLUDED,True,,test
0934886d29ae5ec493ea5a58,data/REAL/13393.wav,13393,.wav,0,REAL,130938,6cf108a4f5fdaa524a2bfbbbfca2c0b1f87cdd5ae2fb6a3116e4e476a4394ec5,16000,2.045000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:6cf108a4f5fdaa524a2bfbbbfca2c0b1f87cdd5ae2fb6a3116e4e476a4394ec5,0934886d29ae5ec493ea5a58,INCLUDED,True,,test
095fba04604545fc850574ec,data/REAL/16370.wav,16370,.wav,0,REAL,119998,6f12e9c21c93ff9dc0576d6464cf0c3a5734efa7689a5fe6dcfdb00dc417789d,16000,1.874062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:6f12e9c21c93ff9dc0576d6464cf0c3a5734efa7689a5fe6dcfdb00dc417789d,095fba04604545fc850574ec,INCLUDED,True,,test
0a25f731e2685fa6ccf1445a,data/REAL/8841.wav,8841,.wav,0,REAL,551358,2d11b55100bec972c1219635a62086e681f6ec62082d18f594160f18c4b23ece,16000,8.614062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:2d11b55100bec972c1219635a62086e681f6ec62082d18f594160f18c4b23ece,0a25f731e2685fa6ccf1445a,INCLUDED,True,,test
0a2f2323c17e1aaf25017dc0,data/REAL/9314.wav,9314,.wav,0,REAL,101562,a81cd4a584dc79b722e2838152d8db1e923217330e6034fbca1763ce2fe7a522,16000,1.586000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:a81cd4a584dc79b722e2838152d8db1e923217330e6034fbca1763ce2fe7a522,0a2f2323c17e1aaf25017dc0,INCLUDED,True,,test
0a50608d5bf22de0adc69aeb,data/REAL/18490.wav,18490,.wav,0,REAL,139642,57b99944ff77d6c4d20ad993a96657f83fcfe6b0fe28b49dad203023d9c2d58e,16000,2.181000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:57b99944ff77d6c4d20ad993a96657f83fcfe6b0fe28b49dad203023d9c2d58e,0a50608d5bf22de0adc69aeb,INCLUDED,True,,test
0a57205de4a6033819f5957c,data/REAL/4784.wav,4784,.wav,0,REAL,281338,e031f7db847a053eb2aaadbc50ab4bbc68e3832b5a05bbb0ec036d60a0cddbfc,16000,4.395000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:e031f7db847a053eb2aaadbc50ab4bbc68e3832b5a05bbb0ec036d60a0cddbfc,0a57205de4a6033819f5957c,INCLUDED,True,,test
0aa0074d9efd5a087f89d964,data/REAL/6435.wav,6435,.wav,0,REAL,380794,1314ec992635599447f794899b178dc750859d3f667de08e19436b38b4fc345e,16000,5.949000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:1314ec992635599447f794899b178dc750859d3f667de08e19436b38b4fc345e,0aa0074d9efd5a087f89d964,INCLUDED,True,,test
