sample_id,path,basename,extension,label,label_name,size_bytes,sha256,sample_rate,duration_seconds,channels,speaker_id,source_id,generator_id,dataset_id,parent_recording_id,duplicate_group_id,canonical_sample_id,integrity_status,included,exclusion_reason
db0be2b96ed44391dcb5f726,data/FAKE/1160.wav,1160,.wav,1,FAKE,284794,526ea80e87c2112042e66a5d4ef564b227c301e17aa1734a80b1c9abc150d9d6,16000,4.449000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:526ea80e87c2112042e66a5d4ef564b227c301e17aa1734a80b1c9abc150d9d6,1f314f82de845490f847e79a,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
8646fba21b0f626bd96316eb,data/FAKE/21342.wav,21342,.wav,1,FAKE,736890,663cff908162a45379e9821c742af5feb65e598fca9ae1d2dab4328bb6122c65,16000,11.513000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:663cff908162a45379e9821c742af5feb65e598fca9ae1d2dab4328bb6122c65,5cf0a40cfad4891c9e9bd940,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
5f30e3e64e85cab1f6c3a13b,data/FAKE/21346.wav,21346,.wav,1,FAKE,74618,ddba5dbde26dd0f2b478026f40da042f20472ae6dae6a12ee50fee06cc48cb66,16000,1.165000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:ddba5dbde26dd0f2b478026f40da042f20472ae6dae6a12ee50fee06cc48cb66,5a132c874b4315c05f4c0c2b,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
5a4b9b19738e4b65f1ba9b20,data/FAKE/21349.wav,21349,.wav,1,FAKE,297466,2149fa2cd7951e0ab7427107234a1aebd886d1d5fb5896edab4ca6e07e9fdbbb,16000,4.647000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:2149fa2cd7951e0ab7427107234a1aebd886d1d5fb5896edab4ca6e07e9fdbbb,a55aa2a74c609cb65e8a97e1,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
db7d0ad29a5a0712922e659c,data/FAKE/21350.wav,21350,.wav,1,FAKE,310782,1860aaf258d4f56378f34dcbaac3fcd55e570dde5afd9ca03650e6ee656a9409,16000,4.855062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:1860aaf258d4f56378f34dcbaac3fcd55e570dde5afd9ca03650e6ee656a9409,2e9ddaf57342779791179966,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
1548f3c3c992bb274532ee43,data/FAKE/21355.wav,21355,.wav,1,FAKE,1302394,0da67aadc0ae82dafd22a33de95797f6dacb08b36829c8f9a49168e61003a51a,16000,20.349000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:0da67aadc0ae82dafd22a33de95797f6dacb08b36829c8f9a49168e61003a51a,eaef80527ba3f82c52c19198,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
a1d21a5ae400bd8eda13ba02,data/FAKE/21357.wav,21357,.wav,1,FAKE,200446,ab39cc44ab65efe65bf83f15e1bef02629e666bfc54de9a0d7784e5e49dba61c,16000,3.131062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:ab39cc44ab65efe65bf83f15e1bef02629e666bfc54de9a0d7784e5e49dba61c,896f39fd62610e58765b6a2f,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
6850e7ef1677abeeb94ea499,data/FAKE/21358.wav,21358,.wav,1,FAKE,689722,246b94224bfcf14943f6131d3d4f97c7397ea0444b6e153bfb79f474f594ab49,16000,10.776000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:246b94224bfcf14943f6131d3d4f97c7397ea0444b6e153bfb79f474f594ab49,168f3fb97b4e5790be8bcaff,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
9dbe1e0bdb1244a3347c289a,data/FAKE/21359.wav,21359,.wav,1,FAKE,148538,d055d49494ffbfb8459bbb6ac05355906d7f85bb76f8d6cb7e64dcc391ad3359,16000,2.320000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d055d49494ffbfb8459bbb6ac05355906d7f85bb76f8d6cb7e64dcc391ad3359,425e86d5717a8250d0db15f9,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
780f03df17c9bb668ef993ed,data/FAKE/21361.wav,21361,.wav,1,FAKE,92282,c107843726d3630f8fb8bdfe97cd2592fc1306233038b7add5e1ff72b7d3ff1f,16000,1.441000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:c107843726d3630f8fb8bdfe97cd2592fc1306233038b7add5e1ff72b7d3ff1f,49e7fbedc802d06018ab9564,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
983ef411465c0ec678d6e51e,data/FAKE/21363.wav,21363,.wav,1,FAKE,156926,05afdbd47961271252e43a87be30708518dfa988d1aba104d388f18a9524f021,16000,2.451062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:05afdbd47961271252e43a87be30708518dfa988d1aba104d388f18a9524f021,708eac1ae81426839a07d0b8,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
bdcf59c6a8dcecafb60fbb65,data/FAKE/21365.wav,21365,.wav,1,FAKE,300986,d905acd1df06254b06d69d13e3ad500f06fe8f6202951c5a117fa6df8ed858b7,16000,4.702000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d905acd1df06254b06d69d13e3ad500f06fe8f6202951c5a117fa6df8ed858b7,f87430f4c011117f5cde2ed3,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
72c8bb86511c49d54db063dd,data/FAKE/2137.wav,2137,.wav,1,FAKE,151806,8af9aee3c9f4fba229b563843a95e07a8fabcf8ac94b36371693a84ef911d15b,16000,2.371062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:8af9aee3c9f4fba229b563843a95e07a8fabcf8ac94b36371693a84ef911d15b,8fbba8fed21660a5002306d1,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
e14f38b74713aba90c92e83b,data/FAKE/21371.wav,21371,.wav,1,FAKE,875578,a2e619310690678e119d00cbb4de0f7839df59ae6b2df3b22664598be473a70e,16000,13.680000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:a2e619310690678e119d00cbb4de0f7839df59ae6b2df3b22664598be473a70e,cd51400df7fe6d6c765ecb6c,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
bd74ffaa841b9348214d9315,data/FAKE/21372.wav,21372,.wav,1,FAKE,345082,9ef89d34fc63d37f5b4024a11a053f149dfefe0ffb262ad450da064268f63146,16000,5.391000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:9ef89d34fc63d37f5b4024a11a053f149dfefe0ffb262ad450da064268f63146,34f3ceeb146b6d4943544dcb,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
57f803b644e57df44a2c715a,data/FAKE/21373.wav,21373,.wav,1,FAKE,180602,349f7c1837f58a72cc376b3c5b2f9e4683fb84f602cd34767112a7f08f9340d7,16000,2.821000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:349f7c1837f58a72cc376b3c5b2f9e4683fb84f602cd34767112a7f08f9340d7,71ad8358a02324ac38b85751,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
7edf6678ac5e1c760c867a18,data/FAKE/21376.wav,21376,.wav,1,FAKE,512378,ec8c819fe7287175f5a34c67d5b2acd157e9409141a77ae576d409203cd4f6ae,16000,8.005000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:ec8c819fe7287175f5a34c67d5b2acd157e9409141a77ae576d409203cd4f6ae,9333e9dd36bcb45439be4efc,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
acf37cc2334a4ccf5f7b0afd,data/FAKE/21377.wav,21377,.wav,1,FAKE,217342,618450c860a0d3295517028355c07550dfbd28a4587945f8b9b9406629669cc1,16000,3.395062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:618450c860a0d3295517028355c07550dfbd28a4587945f8b9b9406629669cc1,3b8cac83570b328cbe20b188,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
2ccff796c863443d47059e96,data/FAKE/21388.wav,21388,.wav,1,FAKE,324222,14f2bca86f99ab85e16a134ba3f7cdde196abf994a168676e0cfc9915f2e6a21,16000,5.065062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:14f2bca86f99ab85e16a134ba3f7cdde196abf994a168676e0cfc9915f2e6a21,0cdfa0009b83369ccd7c9be2,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
f93dcfe0c98827240852666b,data/FAKE/21389.wav,21389,.wav,1,FAKE,175994,1a64d06e50b1d7d256f2b7b8e9ac65a5d53517abb8dd0bdd4a9c9d2c2321157a,16000,2.749000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:1a64d06e50b1d7d256f2b7b8e9ac65a5d53517abb8dd0bdd4a9c9d2c2321157a,61a21c81c44064c6cde2debf,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
61372ba5e7b16c9e3056931c,data/FAKE/21390.wav,21390,.wav,1,FAKE,93882,25d065eb821e87ef869b6cdf2ad4e707a60d1204f5435be37f58cd01c56e7222,16000,1.466000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:25d065eb821e87ef869b6cdf2ad4e707a60d1204f5435be37f58cd01c56e7222,7eedbc9904c43b0813273db8,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
63c3a61059e670f36a4daf9a,data/FAKE/21391.wav,21391,.wav,1,FAKE,550846,567c1c17cb6c003edffc76d8c7a4b875773e806a0e2078720b09653bfd33d551,16000,8.606062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:567c1c17cb6c003edffc76d8c7a4b875773e806a0e2078720b09653bfd33d551,8f78dcbf92fcda267baba076,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
2428006f7552944202b7e5b7,data/FAKE/21392.wav,21392,.wav,1,FAKE,557630,f0143aeae39c48733adc23fd954ddabc8c76c547075f5b264c143bbba6fb3695,16000,8.712062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:f0143aeae39c48733adc23fd954ddabc8c76c547075f5b264c143bbba6fb3695,e6661f88559fd8296bcb0cc7,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
c1c7b8f82a5fe27a2ebcf3b3,data/FAKE/21393.wav,21393,.wav,1,FAKE,437310,81d8f916e352607d2c72957f6bbeb187d6a99aaaa9165c931c40bddd7e0a0dfb,16000,6.832062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:81d8f916e352607d2c72957f6bbeb187d6a99aaaa9165c931c40bddd7e0a0dfb,be196c5ce764382dd3a942e4,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
61cc22d9c7d1c601f10dca62,data/FAKE/21394.wav,21394,.wav,1,FAKE,157818,9d944985c864d93d27ad0c775349a9d9fff73a52cae6b59bf1782edf3957a39a,16000,2.465000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:9d944985c864d93d27ad0c775349a9d9fff73a52cae6b59bf1782edf3957a39a,f832b25a1278621ab314d2ed,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
6797980fb1e82a6d28976eba,data/FAKE/21397.wav,21397,.wav,1,FAKE,325370,b257a51fae96ec913cc7e8fa21cd9dfa049c98675046d22f4813350beb291a27,16000,5.083000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:b257a51fae96ec913cc7e8fa21cd9dfa049c98675046d22f4813350beb291a27,f42fbf25c89f2968eb838b35,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
49927c8b7e969914be2bd6e5,data/FAKE/214.wav,214,.wav,1,FAKE,133754,543f49a2583a26a8c86b8e2d20061b7b66074aba807bbc870e4cbd16e418abf3,16000,2.089000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:543f49a2583a26a8c86b8e2d20061b7b66074aba807bbc870e4cbd16e418abf3,53be0cecd550ee9c05b86308,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
22963f5c4e66538c64284640,data/FAKE/22162.wav,22162,.wav,1,FAKE,610366,6aa7e2323f5e0f5bc7a591c7f9be34c3a41709f070fbd4567ca31b9ae9b0e00e,16000,9.536062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:6aa7e2323f5e0f5bc7a591c7f9be34c3a41709f070fbd4567ca31b9ae9b0e00e,5b51a80650725e3e01a91066,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
0581272118ebfbd99ec621c4,data/FAKE/22441.wav,22441,.wav,1,FAKE,107002,fb542444a59daccdf492258d4275792800eb44d4072f33b9c3888d0a9f38c627,16000,1.671000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:fb542444a59daccdf492258d4275792800eb44d4072f33b9c3888d0a9f38c627,e893a3292d67c79cf57ff5f7,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
f3eccb557c712c9c8dbc541c,data/FAKE/22444.wav,22444,.wav,1,FAKE,149246,c478a3529ce0b349e5ac9f87295303182d2dc2e37b751eaacffc65961fe52085,16000,2.331062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:c478a3529ce0b349e5ac9f87295303182d2dc2e37b751eaacffc65961fe52085,4427377ce2784442b2613001,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
a03d6cdd1beb1f33f81bc838,data/FAKE/22445.wav,22445,.wav,1,FAKE,688254,8ca78a15990be0a43e081914810714571eb1e19568412ca03f5330067bd29709,16000,10.753062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:8ca78a15990be0a43e081914810714571eb1e19568412ca03f5330067bd29709,c118032e51ea61c964c70819,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
dae5cb742f462104a7a8a2e6,data/FAKE/22449.wav,22449,.wav,1,FAKE,294458,d6fe1a562082e0bf2c2992ecbef1bc3d600c29853c60af58652b0c3a967aa99d,16000,4.600000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d6fe1a562082e0bf2c2992ecbef1bc3d600c29853c60af58652b0c3a967aa99d,826b53dc9865cdaf8ad7d464,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
a7c48d2cde00cae7bc95f11c,data/FAKE/22450.wav,22450,.wav,1,FAKE,595134,d5d0fb4fd3d4538eb9f2b30282bfa2f62268108080ef077719373286eb561a7b,16000,9.298062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:d5d0fb4fd3d4538eb9f2b30282bfa2f62268108080ef077719373286eb561a7b,085810b6f0072adf552e745a,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
c2221830ae5d96be5457d28a,data/FAKE/2246.wav,2246,.wav,1,FAKE,261818,ab9887b41f5a949fd9d4ce4c43b059bf85bb1a94622234f7c361bc4a75aadf72,16000,4.090000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:ab9887b41f5a949fd9d4ce4c43b059bf85bb1a94622234f7c361bc4a75aadf72,79c15f040d1363c3c8f6e791,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
f0460a772561473de3fff18d,data/FAKE/22460.wav,22460,.wav,1,FAKE,298878,454d4e3d93e3c02d26a99083e4b08f5f3c5a3087f36062e42bc694896d8c2241,16000,4.669062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:454d4e3d93e3c02d26a99083e4b08f5f3c5a3087f36062e42bc694896d8c2241,d168ad665078e9482fe91f88,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
b37333b6d5cf081d6a61a156,data/FAKE/22473.wav,22473,.wav,1,FAKE,445306,4f305997808ae52b645ce98816b2e360d11b746c217183d307e79aea6beaa304,16000,6.957000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:4f305997808ae52b645ce98816b2e360d11b746c217183d307e79aea6beaa304,d5d53b3de632c19a3b286493,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
7e17dfa024b07d7536c11284,data/FAKE/22474.wav,22474,.wav,1,FAKE,109438,091725647e42c339eee53504a6c3eab8cb7a28408137aac09fd51ba1190b7fa5,16000,1.709062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:091725647e42c339eee53504a6c3eab8cb7a28408137aac09fd51ba1190b7fa5,1f1fad357ba695b923b56a2b,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
514acc0dda54bedb73960b1f,data/FAKE/22476.wav,22476,.wav,1,FAKE,101434,c765b6a77dc99b5343d1f89201a71f6f5390296cec831c1933c2bb6ce16f922e,16000,1.584000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:c765b6a77dc99b5343d1f89201a71f6f5390296cec831c1933c2bb6ce16f922e,21e74c592919a5965dbcc71c,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
f3ac3093b57f05378814ce2d,data/FAKE/22479.wav,22479,.wav,1,FAKE,484734,7feae42af43a6eeb166b1a3eab62f675a466b0b20be09a0ebac93d3ca2b9d60a,16000,7.573062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:7feae42af43a6eeb166b1a3eab62f675a466b0b20be09a0ebac93d3ca2b9d60a,32f73669a68ba106776f4135,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
0d519ffa41b7b0ee25661047,data/FAKE/22483.wav,22483,.wav,1,FAKE,113790,cda255c8edb5eca925491ec5f14c682b1b044583acd9c30bfee79b834de3086d,16000,1.777062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:cda255c8edb5eca925491ec5f14c682b1b044583acd9c30bfee79b834de3086d,88d67d237ae52eb022b01e9b,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
277c080b7262631c7b701217,data/FAKE/22484.wav,22484,.wav,1,FAKE,223998,6c442a860842a625488ae96e49994c2c648532fb017b6d0689dfd359afe3df54,16000,3.499062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:6c442a860842a625488ae96e49994c2c648532fb017b6d0689dfd359afe3df54,13ffe893a91c1fa9f05c6337,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
1364fc88bd83e5c0450a50ce,data/FAKE/22485.wav,22485,.wav,1,FAKE,98430,c616c7568eb631385edf817effa5ba52f041720315aba5c002606da0b4d785e7,16000,1.537062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:c616c7568eb631385edf817effa5ba52f041720315aba5c002606da0b4d785e7,908719ee1f61cd1175f2f2e2,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
f01d3302ed91bdd7ef1671d5,data/FAKE/22486.wav,22486,.wav,1,FAKE,351870,b2c7c6520f1fc3296ba5c75acb6ac5bda0a5465ca2583bfe2559941df4293b14,16000,5.497062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:b2c7c6520f1fc3296ba5c75acb6ac5bda0a5465ca2583bfe2559941df4293b14,89d38b6515c4ec5c27b14adf,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
73778643eb6dfdbeac6a194a,data/FAKE/2249.wav,2249,.wav,1,FAKE,828218,0c575ba3a5dbbd6fccfcf94363d0b69e64cb7a817e5df7cd8f9428d9e2bf27e1,16000,12.940000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:0c575ba3a5dbbd6fccfcf94363d0b69e64cb7a817e5df7cd8f9428d9e2bf27e1,7b1a0a935172b6d8901dab83,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
1cc8411f2774730be2a6f354,data/FAKE/22492.wav,22492,.wav,1,FAKE,492218,2bb40a6a51783b1b4f127f1e4c5534d38ce8cc01bf492448a81960a5551ee29d,16000,7.690000000,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:2bb40a6a51783b1b4f127f1e4c5534d38ce8cc01bf492448a81960a5551ee29d,3fe515599808e41c80576e6e,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
8ad2cfeca9d3deb81cd783d2,data/FAKE/22493.wav,22493,.wav,1,FAKE,1004542,b3a6e037fb295807cc390d83962bc05f3982097f75c60d4321b0f63c69f7d8e9,16000,15.695062500,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,sha256:b3a6e037fb295807cc390d83962bc05f3982097f75c60d4321b0f63c69f7d8e9,c98b0920406ca84c5f0182d5,DUPLICATE_EXCLUDED,False,same-label byte duplicate; canonical member retained
